Job_name,last_update,job_salary,rate,currency,salary_info,Benefits
McGraw Hill Senior User Experience/UI Designer Salaries,28/Mar/2020,"$148,909 - $162,575",/yr,(USD),"Senior User Experience/UI Designer salaries at McGraw Hill can range from $148,909-$162,575. This estimate is based upon 1 McGraw Hill Senior User Experience/UI Designer salary report(s) provided by employees or estimated based upon statistical methods. See all Senior User Experience/UI Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Mental Health Care,Accidental Death & Dismemberment Insurance,401K Plan,Performance Bonus,Charitable Gift Matching,Maternity & Paternity Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays"
Ascendium Senior User Experience/UI Designer Salaries,3/Feb/2020,"$72,779 - $78,642",/yr,(USD),"Senior User Experience/UI Designer salaries at Ascendium can range from $72,779-$78,642. This estimate is based upon 1 Ascendium Senior User Experience/UI Designer salary report(s) provided by employees or estimated based upon statistical methods. See all Senior User Experience/UI Designer salaries to learn how this stacks up in the market.","Health Insurance,Pension Plan,401K Plan,Vacation & Paid Time Off,Paid Holidays"
Lennar Senior User Experience/UI Designer Salaries,3/Apr/2020,"$90,883 - $98,451",/yr,(USD),"Senior User Experience/UI Designer salaries at Lennar can range from $90,883-$98,451. This estimate is based upon 1 Lennar Senior User Experience/UI Designer salary report(s) provided by employees or estimated based upon statistical methods. See all Senior User Experience/UI Designer salaries to learn how this stacks up in the market.",
Live Oak Bank Senior UI-UX Designer Salaries,16/Feb/2021,"$72,623 - $77,789",/yr,(USD),"Senior UI-UX Designer salaries at Live Oak Bank can range from $72,623-$77,789. This estimate is based upon 1 Live Oak Bank Senior UI-UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all Senior UI-UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Vision Insurance,Life Insurance,Supplemental Life Insurance,Disability Insurance,Accidental Death & Dismemberment Insurance,401K Plan,Employee Stock Purchase Plan,Performance Bonus,Maternity & Paternity Leave,Military Leave,Family Medical Leave,Vacation & Paid Time Off,Paid Holidays,Volunteer Time Off,Bereavement Leave,Employee Assistance Program,Gym Membership,Mobile Phone Discount,Company Social Events,Job Training,Professional Development"
3D Systems Senior UI-UX Designer Salaries,18/Feb/2021,"$133,410 - $144,848",/yr,(USD),"Senior UI-UX Designer salaries at 3D Systems can range from $133,410-$144,848. This estimate is based upon 1 3D Systems Senior UI-UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all Senior UI-UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Life Insurance,401K Plan,Performance Bonus,Maternity & Paternity Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays"
Gartner Senior UI-UX Designer Salaries,18/Feb/2021,"$97,756 - $107,287",/yr,(USD),"Senior UI-UX Designer salaries at Gartner can range from $97,756-$107,287. This estimate is based upon 1 Gartner Senior UI-UX Designer salary report(s) provided by employees or estimated based upon statistical methods. See all Senior UI-UX Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Disability Insurance,Mental Health Care,Accidental Death & Dismemberment Insurance,401K Plan,Retirement Plan,Employee Stock Purchase Plan,Performance Bonus,Charitable Gift Matching,Maternity & Paternity Leave,Work From Home,Military Leave,Family Medical Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Bereavement Leave,Employee Discount,Employee Assistance Program,Gym Membership,Commuter Checks & Assistance,Mobile Phone Discount,Company Social Events,Travel Concierge,Legal Assistance,Diversity Program,Job Training,Professional Development,Tuition Assistance"
BCG Digital Ventures UI/User Experience Designer Salaries,24/Mar/2020,"$89,496 - $116,976",/yr,(USD),"UI/User Experience Designer salaries at BCG Digital Ventures can range from $89,496-$116,976. This estimate is based upon 2 BCG Digital Ventures UI/User Experience Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UI/User Experience Designer salaries to learn how this stacks up in the market.","Health Insurance,401K Plan,Retirement Plan,Maternity & Paternity Leave,Vacation & Paid Time Off,Free Lunch or Snacks"
Webgility User Experience/UI Designer Salaries,6/Feb/2020,"$84,370 - $91,884",/yr,(USD),"User Experience/UI Designer salaries at Webgility can range from $84,370-$91,884. This estimate is based upon 1 Webgility User Experience/UI Designer salary report(s) provided by employees or estimated based upon statistical methods. See all User Experience/UI Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,401K Plan,Performance Bonus,Vacation & Paid Time Off,Sick Days,Paid Holidays,Free Lunch or Snacks,Company Social Events,Job Training"
ReachLocal User Experience/UI Designer Salaries,26/Feb/2020,"$84,185 - $90,717",/yr,(USD),"User Experience/UI Designer salaries at ReachLocal can range from $84,185-$90,717. This estimate is based upon 1 ReachLocal User Experience/UI Designer salary report(s) provided by employees or estimated based upon statistical methods. See all User Experience/UI Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Life Insurance,Disability Insurance,401K Plan,Vacation & Paid Time Off,Sick Days,Paid Holidays"
TP-LINK User Experience/UI Designer Salaries,13/Feb/2020,"$99,956 - $109,139",/yr,(USD),"User Experience/UI Designer salaries at TP-LINK can range from $99,956-$109,139. This estimate is based upon 1 TP-LINK User Experience/UI Designer salary report(s) provided by employees or estimated based upon statistical methods. See all User Experience/UI Designer salaries to learn how this stacks up in the market.","Health Insurance,401K Plan,Vacation & Paid Time Off,Employee Discount"
CallisonRTKL  User Experience/UI Designer Hourly Pay,26/Mar/2020,$36 - $39,/hr,(USD),User Experience/UI Designer salaries at CallisonRTKL  can range from $36-$39. This estimate is based upon 1 CallisonRTKL  User Experience/UI Designer salary report(s) provided by employees or estimated based upon statistical methods. See all User Experience/UI Designer salaries to learn how this stacks up in the market.,
Alchemer User Experience/UI Designer Salaries,23/Feb/2020,"$67,877 - $73,642",/yr,(USD),"User Experience/UI Designer salaries at Alchemer can range from $67,877-$73,642. This estimate is based upon 1 Alchemer User Experience/UI Designer salary report(s) provided by employees or estimated based upon statistical methods. See all User Experience/UI Designer salaries to learn how this stacks up in the market.","Health Insurance,401K Plan,Vacation & Paid Time Off,Free Lunch or Snacks"
KL Software Technologies User Experience/UI Designer Salaries,2/Apr/2020,"$118,555 - $128,062",/yr,(USD),"User Experience/UI Designer salaries at KL Software Technologies can range from $118,555-$128,062. This estimate is based upon 1 KL Software Technologies User Experience/UI Designer salary report(s) provided by employees or estimated based upon statistical methods. See all User Experience/UI Designer salaries to learn how this stacks up in the market.",
EP+Co. Senior UI Designer Salaries,13/Mar/2020,"$55,797 - $59,976",/yr,(USD),"Senior UI Designer salaries at EP+Co. can range from $55,797-$59,976. This estimate is based upon 1 EP+Co. Senior UI Designer salary report(s) provided by employees or estimated based upon statistical methods. See all Senior UI Designer salaries to learn how this stacks up in the market.",
BaubleBar User Experience/UI Designer Salaries,2/Aug/2016,"$115,245 - $126,066",/yr,(USD),"User Experience/UI Designer salaries at BaubleBar can range from $115,245-$126,066. This estimate is based upon 1 BaubleBar User Experience/UI Designer salary report(s) provided by employees or estimated based upon statistical methods. See all User Experience/UI Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,401K Plan,Maternity & Paternity Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Employee Discount,Company Social Events"
Gensler User Experience/UI Designer Salaries,31/Mar/2020,"$74,487 - $81,153",/yr,(USD),"User Experience/UI Designer salaries at Gensler can range from $74,487-$81,153. This estimate is based upon 1 Gensler User Experience/UI Designer salary report(s) provided by employees or estimated based upon statistical methods. See all User Experience/UI Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Mental Health Care,Accidental Death & Dismemberment Insurance,401K Plan,Retirement Plan,Performance Bonus,Vacation & Paid Time Off,Paid Holidays,Employee Discount,Employee Assistance Program,Commuter Checks & Assistance"
Malouf User Experience/UI Designer Salaries,20/Aug/2020,"$53,696 - $57,756",/yr,(USD),"User Experience/UI Designer salaries at Malouf can range from $53,696-$57,756. This estimate is based upon 1 Malouf User Experience/UI Designer salary report(s) provided by employees or estimated based upon statistical methods. See all User Experience/UI Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Vision Insurance,Health Savings Account (HSA),Life Insurance,Disability Insurance,Accidental Death & Dismemberment Insurance,401K Plan,Charitable Gift Matching,Maternity & Paternity Leave,Work From Home,Reduced or Flexible Hours,Vacation & Paid Time Off,Sick Days,Paid Holidays,Volunteer Time Off,Bereavement Leave,Employee Discount,Free Lunch or Snacks,Gym Membership,Company Social Events"
NIC User Experience/UI Designer Salaries,12/Mar/2020,"$42,535 - $45,543",/yr,(USD),"User Experience/UI Designer salaries at NIC can range from $42,535-$45,543. This estimate is based upon 1 NIC User Experience/UI Designer salary report(s) provided by employees or estimated based upon statistical methods. See all User Experience/UI Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Vision Insurance,Life Insurance,401K Plan,Retirement Plan,Employee Stock Purchase Plan,Maternity & Paternity Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Free Lunch or Snacks,Gym Membership,Mobile Phone Discount,Company Social Events,Professional Development"
Applied Medical User Experience/UI Designer Salaries,31/Mar/2020,"$59,389 - $64,097",/yr,(USD),"User Experience/UI Designer salaries at Applied Medical can range from $59,389-$64,097. This estimate is based upon 1 Applied Medical User Experience/UI Designer salary report(s) provided by employees or estimated based upon statistical methods. See all User Experience/UI Designer salaries to learn how this stacks up in the market.","Health Insurance,401K Plan,Maternity & Paternity Leave,Vacation & Paid Time Off,Sick Days,Employee Discount,Gym Membership"
Arthrex User Experience/UI Designer Salaries,30/Mar/2020,"$67,890 - $73,900",/yr,(USD),"User Experience/UI Designer salaries at Arthrex can range from $67,890-$73,900. This estimate is based upon 1 Arthrex User Experience/UI Designer salary report(s) provided by employees or estimated based upon statistical methods. See all User Experience/UI Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Disability Insurance,Health Care On-Site,Mental Health Care,401K Plan,Maternity & Paternity Leave,Family Medical Leave,Vacation & Paid Time Off,Paid Holidays,Volunteer Time Off,Employee Discount,Free Lunch or Snacks,Employee Assistance Program,Gym Membership,Legal Assistance,Job Training,Apprenticeship Program,Tuition Assistance"
Esri Senior UI Designer Salaries,11/Dec/2020,"$107,335 - $118,272",/yr,(USD),"Senior UI Designer salaries at Esri can range from $107,335-$118,272. This estimate is based upon 1 Esri Senior UI Designer salary report(s) provided by employees or estimated based upon statistical methods. See all Senior UI Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Mental Health Care,401K Plan,Maternity & Paternity Leave,Family Medical Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Bereavement Leave,Employee Discount,Commuter Checks & Assistance,Mobile Phone Discount,Job Training,Professional Development,Tuition Assistance"
HealthTap User Experience/UI Designer Salaries,15/Sep/2012,"$69,214 - $75,420",/yr,(USD),"User Experience/UI Designer salaries at HealthTap can range from $69,214-$75,420. This estimate is based upon 1 HealthTap User Experience/UI Designer salary report(s) provided by employees or estimated based upon statistical methods. See all User Experience/UI Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Vision Insurance,401K Plan,Performance Bonus,Stock Options,Maternity & Paternity Leave,Unpaid Extended Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Employee Discount,Free Lunch or Snacks,Gym Membership,Company Social Events,Professional Development"
Solera Senior UI Designer Salaries,31/Mar/2020,"$99,129 - $108,066",/yr,(USD),"Senior UI Designer salaries at Solera can range from $99,129-$108,066. This estimate is based upon 1 Solera Senior UI Designer salary report(s) provided by employees or estimated based upon statistical methods. See all Senior UI Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Health Savings Account (HSA),Life Insurance,Supplemental Life Insurance,Accidental Death & Dismemberment Insurance,401K Plan,Vacation & Paid Time Off,Sick Days,Paid Holidays,Free Lunch or Snacks"
Warner Bros. UI Designer Salaries,28/Mar/2020,"$95,422 - $109,048",/yr,(USD),"UI Designer salaries at Warner Bros. can range from $95,422-$109,048. This estimate is based upon 2 Warner Bros. UI Designer salary report(s) provided by employees or estimated based upon statistical methods. See all UI Designer salaries to learn how this stacks up in the market.","Health Insurance,Dental Insurance,Flexible Spending Account (FSA),Vision Insurance,Life Insurance,401K Plan,Retirement Plan,Maternity & Paternity Leave,Family Medical Leave,Vacation & Paid Time Off,Sick Days,Paid Holidays,Bereavement Leave,Employee Discount,Company Social Events"
